Column1,AREA,OCC_CODE,AREA_NAME,TOT_EMP,OCC_TITLE,NORM_EMP
24824,16974,29-2032,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1550.0,Diagnostic Medical Sonographers,155.0
24825,16974,29-2033,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",420.0,Nuclear Medicine Technologists,42.0
24826,16974,29-2034,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",4090.0,Radiologic Technologists,409.0
24827,16974,29-2035,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",940.0,Magnetic Resonance Imaging Technologists,94.0
24828,16974,29-2041,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",6430.0,Emergency Medical Technicians and Paramedics,643.0
24829,16974,29-2051,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1690.0,Dietetic Technicians,169.0
24830,16974,29-2052,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",13570.0,Pharmacy Technicians,1357.0
24831,16974,29-2053,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",850.0,Psychiatric Technicians,85.0
24832,16974,29-2054,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",190.0,Respiratory Therapy Technicians,19.0
24833,16974,29-2055,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1820.0,Surgical Technologists,182.0
24834,16974,29-2056,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2180.0,Veterinary Technologists and Technicians,218.0
24835,16974,29-2057,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1250.0,Ophthalmic Medical Technicians,125.0
24836,16974,29-2061,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",9340.0,Licensed Practical and Licensed Vocational Nurses,934.0
24837,16974,29-2071,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",4400.0,Medical Records and Health Information Technicians,440.0
24838,16974,29-2081,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1720.0,"Opticians, Dispensing",172.0
24839,16974,29-2091,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",350.0,Orthotists and Prosthetists,35.0
24840,16974,29-2092,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",90.0,Hearing Aid Specialists,9.0
24841,16974,29-2099,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",3730.0,"Health Technologists and Technicians, All Other",373.0
24842,16974,29-9011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1120.0,Occupational Health and Safety Specialists,112.0
24843,16974,29-9012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",380.0,Occupational Health and Safety Technicians,38.0
24844,16974,29-9091,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",810.0,Athletic Trainers,81.0
24845,16974,29-9092,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",40.0,Genetic Counselors,4.0
24848,16974,31-1011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",26900.0,Home Health Aides,2690.0
24849,16974,31-1013,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1150.0,Psychiatric Aides,115.0
24850,16974,31-1014,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",31170.0,Nursing Assistants,3117.0
24851,16974,31-1015,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2140.0,Orderlies,214.0
24852,16974,31-2011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1590.0,Occupational Therapy Assistants,159.0
24853,16974,31-2012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1960.0,Occupational Therapy Aides,196.0
24854,16974,31-2021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2430.0,Physical Therapist Assistants,243.0
24855,16974,31-2022,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1020.0,Physical Therapist Aides,102.0
24856,16974,31-9011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2680.0,Massage Therapists,268.0
24857,16974,31-9091,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",7690.0,Dental Assistants,769.0
24858,16974,31-9092,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",12120.0,Medical Assistants,1212.0
24859,16974,31-9093,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1320.0,Medical Equipment Preparers,132.0
24860,16974,31-9094,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1520.0,Medical Transcriptionists,152.0
24861,16974,31-9095,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",150.0,Pharmacy Aides,15.0
24862,16974,31-9096,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",900.0,Veterinary Assistants and Laboratory Animal Caretakers,90.0
24863,16974,31-9097,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2700.0,Phlebotomists,270.0
24864,16974,31-9099,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1880.0,"Healthcare Support Workers, All Other",188.0
24866,16974,33-1011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",250.0,First-Line Supervisors of Correctional Officers,25.0
24867,16974,33-1012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",4000.0,First-Line Supervisors of Police and Detectives,400.0
24868,16974,33-1021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2080.0,First-Line Supervisors of Fire Fighting and Prevention Workers,208.0
24869,16974,33-1099,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2920.0,"First-Line Supervisors of Protective Service Workers, All Other",292.0
24870,16974,33-2011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",10110.0,Firefighters,1011.0
24871,16974,33-2021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",330.0,Fire Inspectors and Investigators,33.0
24872,16974,33-3011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",140.0,Bailiffs,14.0
24873,16974,33-3012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5260.0,Correctional Officers and Jailers,526.0
24874,16974,33-3021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1970.0,Detectives and Criminal Investigators,197.0
24875,16974,33-3041,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",410.0,Parking Enforcement Workers,41.0
24876,16974,33-3051,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",21290.0,Police and Sheriff's Patrol Officers,2129.0
24877,16974,33-9011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",210.0,Animal Control Workers,21.0
24878,16974,33-9021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",600.0,Private Detectives and Investigators,60.0
24879,16974,33-9031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",70.0,Gaming Surveillance Officers and Gaming Investigators,7.0
24880,16974,33-9032,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",38070.0,Security Guards,3807.0
24881,16974,33-9091,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2130.0,Crossing Guards,213.0
24882,16974,33-9092,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5270.0,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",527.0
24883,16974,33-9093,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1870.0,Transportation Security Screeners,187.0
24884,16974,33-9099,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",4150.0,"Protective Service Workers, All Other",415.0
24886,16974,35-1011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",3170.0,Chefs and Head Cooks,317.0
24887,16974,35-1012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",17540.0,First-Line Supervisors of Food Preparation and Serving Workers,1754.0
24888,16974,35-2011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",8240.0,"Cooks, Fast Food",824.0
24889,16974,35-2012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",7680.0,"Cooks, Institution and Cafeteria",768.0
24890,16974,35-2014,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",30830.0,"Cooks, Restaurant",3083.0
24891,16974,35-2015,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",4000.0,"Cooks, Short Order",400.0
24892,16974,35-2019,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1580.0,"Cooks, All Other",158.0
24893,16974,35-2021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",21740.0,Food Preparation Workers,2174.0
24894,16974,35-3011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",13500.0,Bartenders,1350.0
24895,16974,35-3021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",83840.0,"Combined Food Preparation and Serving Workers, Including Fast Food",8384.0
24896,16974,35-3022,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",11530.0,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",1153.0
24897,16974,35-3031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",55980.0,Waiters and Waitresses,5598.0
24898,16974,35-3041,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",8220.0,"Food Servers, Nonrestaurant",822.0
24899,16974,35-9011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",17570.0,Dining Room and Cafeteria Attendants and Bartender Helpers,1757.0
24900,16974,35-9021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",10570.0,Dishwashers,1057.0
24901,16974,35-9031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",10250.0,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1025.0
24902,16974,35-9099,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",640.0,"Food Preparation and Serving Related Workers, All Other",64.0
24904,16974,37-1011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",3130.0,First-Line Supervisors of Housekeeping and Janitorial Workers,313.0
24905,16974,37-1012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1870.0,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",187.0
24906,16974,37-2011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",55350.0,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",5535.0
24907,16974,37-2012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",19770.0,Maids and Housekeeping Cleaners,1977.0
24908,16974,37-2021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",640.0,Pest Control Workers,64.0
24909,16974,37-3011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16640.0,Landscaping and Groundskeeping Workers,1664.0
24911,16974,37-3013,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",140.0,Tree Trimmers and Pruners,14.0
24912,16974,37-3019,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",370.0,"Grounds Maintenance Workers, All Other",37.0
24915,16974,39-1021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2420.0,First-Line Supervisors of Personal Service Workers,242.0
24916,16974,39-2011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",290.0,Animal Trainers,29.0
24917,16974,39-2021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5150.0,Nonfarm Animal Caretakers,515.0
24918,16974,39-3021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",120.0,Motion Picture Projectionists,12.0
24919,16974,39-3031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",3400.0,"Ushers, Lobby Attendants, and Ticket Takers",340.0
24920,16974,39-3091,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",4620.0,Amusement and Recreation Attendants,462.0
24921,16974,39-3092,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",110.0,Costume Attendants,11.0
24922,16974,39-3093,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",500.0,"Locker Room, Coatroom, and Dressing Room Attendants",50.0
24924,16974,39-4021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",390.0,Funeral Attendants,39.0
24925,16974,39-4031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",530.0,"Morticians, Undertakers, and Funeral Directors",53.0
24927,16974,39-5012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",9430.0,"Hairdressers, Hairstylists, and Cosmetologists",943.0
24928,16974,39-5092,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",4010.0,Manicurists and Pedicurists,401.0
24929,16974,39-5093,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",410.0,Shampooers,41.0
24930,16974,39-5094,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1030.0,Skincare Specialists,103.0
24931,16974,39-6011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1960.0,Baggage Porters and Bellhops,196.0
24932,16974,39-6012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1070.0,Concierges,107.0
24934,16974,39-9011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",9820.0,Childcare Workers,982.0
24935,16974,39-9021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",38300.0,Personal Care Aides,3830.0
24936,16974,39-9031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",10840.0,Fitness Trainers and Aerobics Instructors,1084.0
24937,16974,39-9032,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",12090.0,Recreation Workers,1209.0
24938,16974,39-9041,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1580.0,Residential Advisors,158.0
24939,16974,39-9099,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",830.0,"Personal Care and Service Workers, All Other",83.0
24941,16974,41-1011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",22990.0,First-Line Supervisors of Retail Sales Workers,2299.0
24942,16974,41-1012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5030.0,First-Line Supervisors of Non-Retail Sales Workers,503.0
24943,16974,41-2011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",74380.0,Cashiers,7438.0
24944,16974,41-2021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5000.0,Counter and Rental Clerks,500.0
24945,16974,41-2022,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",4700.0,Parts Salespersons,470.0
24946,16974,41-2031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",100370.0,Retail Salespersons,10037.0
24947,16974,41-3011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",6270.0,Advertising Sales Agents,627.0
24948,16974,41-3021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",8210.0,Insurance Sales Agents,821.0
24949,16974,41-3031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16340.0,"Securities, Commodities, and Financial Services Sales Agents",1634.0
24950,16974,41-3041,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",3450.0,Travel Agents,345.0
24951,16974,41-3099,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",33530.0,"Sales Representatives, Services, All Other",3353.0
24952,16974,41-4011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",6120.0,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",612.0
24953,16974,41-4012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",48170.0,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4817.0
24954,16974,41-9011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2610.0,Demonstrators and Product Promoters,261.0
24955,16974,41-9021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1880.0,Real Estate Brokers,188.0
24956,16974,41-9022,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2680.0,Real Estate Sales Agents,268.0
24957,16974,41-9031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1900.0,Sales Engineers,190.0
24958,16974,41-9041,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5720.0,Telemarketers,572.0
24960,16974,41-9099,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2550.0,"Sales and Related Workers, All Other",255.0
24962,16974,43-1011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",25480.0,First-Line Supervisors of Office and Administrative Support Workers,2548.0
24963,16974,43-2011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1790.0,"Switchboard Operators, Including Answering Service",179.0
24964,16974,43-2021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",280.0,Telephone Operators,28.0
24965,16974,43-2099,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",40.0,"Communications Equipment Operators, All Other",4.0
24966,16974,43-3011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",7800.0,Bill and Account Collectors,780.0
24967,16974,43-3021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",10760.0,Billing and Posting Clerks,1076.0
24968,16974,43-3031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",31280.0,"Bookkeeping, Accounting, and Auditing Clerks",3128.0
24969,16974,43-3051,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2790.0,Payroll and Timekeeping Clerks,279.0
24970,16974,43-3061,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1380.0,Procurement Clerks,138.0
24971,16974,43-3071,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",9530.0,Tellers,953.0
24972,16974,43-3099,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",820.0,"Financial Clerks, All Other",82.0
24973,16974,43-4011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2530.0,Brokerage Clerks,253.0
24974,16974,43-4021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",90.0,Correspondence Clerks,9.0
24975,16974,43-4031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2740.0,"Court, Municipal, and License Clerks",274.0
24976,16974,43-4041,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",370.0,"Credit Authorizers, Checkers, and Clerks",37.0
24977,16974,43-4051,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",74640.0,Customer Service Representatives,7464.0
24979,16974,43-4071,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2510.0,File Clerks,251.0
24980,16974,43-4081,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",3300.0,"Hotel, Motel, and Resort Desk Clerks",330.0
24981,16974,43-4111,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",3420.0,"Interviewers, Except Eligibility and Loan",342.0
24982,16974,43-4121,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",4390.0,"Library Assistants, Clerical",439.0
24983,16974,43-4131,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5180.0,Loan Interviewers and Clerks,518.0
24984,16974,43-4141,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2090.0,New Accounts Clerks,209.0
24985,16974,43-4151,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",3450.0,Order Clerks,345.0
24986,16974,43-4161,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1930.0,"Human Resources Assistants, Except Payroll and Timekeeping",193.0
24987,16974,43-4171,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",25140.0,Receptionists and Information Clerks,2514.0
24988,16974,43-4181,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5990.0,Reservation and Transportation Ticket Agents and Travel Clerks,599.0
24989,16974,43-4199,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2040.0,"Information and Record Clerks, All Other",204.0
24990,16974,43-5011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",4600.0,Cargo and Freight Agents,460.0
24991,16974,43-5021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1850.0,Couriers and Messengers,185.0
24992,16974,43-5031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1790.0,"Police, Fire, and Ambulance Dispatchers",179.0
24993,16974,43-5032,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",4740.0,"Dispatchers, Except Police, Fire, and Ambulance",474.0
24994,16974,43-5041,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",620.0,"Meter Readers, Utilities",62.0
24995,16974,43-5051,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1380.0,Postal Service Clerks,138.0
24996,16974,43-5052,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",8420.0,Postal Service Mail Carriers,842.0
24997,16974,43-5053,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5340.0,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",534.0
24998,16974,43-5061,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",8570.0,"Production, Planning, and Expediting Clerks",857.0
24999,16974,43-5071,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",19430.0,"Shipping, Receiving, and Traffic Clerks",1943.0
25000,16974,43-5081,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",69640.0,Stock Clerks and Order Fillers,6964.0
25001,16974,43-5111,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",700.0,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",70.0
25002,16974,43-6011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",20840.0,Executive Secretaries and Executive Administrative Assistants,2084.0
25003,16974,43-6012,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",7360.0,Legal Secretaries,736.0
25004,16974,43-6013,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",7530.0,Medical Secretaries,753.0
25005,16974,43-6014,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",42560.0,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4256.0
25006,16974,43-9011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1020.0,Computer Operators,102.0
25007,16974,43-9021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",6290.0,Data Entry Keyers,629.0
25008,16974,43-9022,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",230.0,Word Processors and Typists,23.0
25009,16974,43-9031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",230.0,Desktop Publishers,23.0
25010,16974,43-9041,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",7190.0,Insurance Claims and Policy Processing Clerks,719.0
25011,16974,43-9051,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",4200.0,"Mail Clerks and Mail Machine Operators, Except Postal Service",420.0
25012,16974,43-9061,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",95500.0,"Office Clerks, General",9550.0
25013,16974,43-9071,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",810.0,"Office Machine Operators, Except Computer",81.0
25014,16974,43-9081,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",330.0,Proofreaders and Copy Markers,33.0
25015,16974,43-9111,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",310.0,Statistical Assistants,31.0
25016,16974,43-9199,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5470.0,"Office and Administrative Support Workers, All Other",547.0
25018,16974,45-1011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",50.0,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",5.0
25020,16974,45-2041,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",690.0,"Graders and Sorters, Agricultural Products",69.0
25022,16974,45-2092,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",560.0,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",56.0
25024,16974,45-4011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",80.0,Forest and Conservation Workers,8.0
25026,16974,47-1011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5120.0,First-Line Supervisors of Construction Trades and Extraction Workers,512.0
25027,16974,47-2021,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1280.0,Brickmasons and Blockmasons,128.0
25029,16974,47-2031,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",14420.0,Carpenters,1442.0
25030,16974,47-2042,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",410.0,"Floor Layers, Except Carpet, Wood, and Hard Tiles",41.0
25031,16974,47-2044,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1360.0,Tile and Marble Setters,136.0
25032,16974,47-2051,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2690.0,Cement Masons and Concrete Finishers,269.0
25033,16974,47-2061,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",16710.0,Construction Laborers,1671.0
25034,16974,47-2071,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",960.0,"Paving, Surfacing, and Tamping Equipment Operators",96.0
25035,16974,47-2073,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5390.0,Operating Engineers and Other Construction Equipment Operators,539.0
25036,16974,47-2081,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1740.0,Drywall and Ceiling Tile Installers,174.0
25037,16974,47-2082,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",220.0,Tapers,22.0
25038,16974,47-2111,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",13330.0,Electricians,1333.0
25039,16974,47-2121,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",920.0,Glaziers,92.0
25040,16974,47-2131,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",320.0,"Insulation Workers, Floor, Ceiling, and Wall",32.0
25042,16974,47-2141,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5480.0,"Painters, Construction and Maintenance",548.0
25043,16974,47-2151,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",310.0,Pipelayers,31.0
25044,16974,47-2152,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",10080.0,"Plumbers, Pipefitters, and Steamfitters",1008.0
25046,16974,47-2171,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",440.0,Reinforcing Iron and Rebar Workers,44.0
25047,16974,47-2181,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2730.0,Roofers,273.0
25048,16974,47-2211,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2800.0,Sheet Metal Workers,280.0
25049,16974,47-2221,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1790.0,Structural Iron and Steel Workers,179.0
25052,16974,47-3013,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",160.0,Helpers--Electricians,16.0
25054,16974,47-3019,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",250.0,"Helpers, Construction Trades, All Other",25.0
25055,16974,47-4011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",1820.0,Construction and Building Inspectors,182.0
25057,16974,47-4041,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",530.0,Hazardous Materials Removal Workers,53.0
25058,16974,47-4051,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2130.0,Highway Maintenance Workers,213.0
25059,16974,47-4071,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",370.0,Septic Tank Servicers and Sewer Pipe Cleaners,37.0
25062,16974,49-1011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",7800.0,"First-Line Supervisors of Mechanics, Installers, and Repairers",780.0
25063,16974,49-2011,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",2100.0,"Computer, Automated Teller, and Office Machine Repairers",210.0
25065,16974,49-2022,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",5840.0,"Telecommunications Equipment Installers and Repairers, Except Line Installers",584.0
25067,16974,49-2092,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",760.0,"Electric Motor, Power Tool, and Related Repairers",76.0
25068,16974,49-2094,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",590.0,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",59.0
